Package Name,Size,Percentage of Total Size
python3-ply,598325,0.007926
pcre2-utf32,596816,0.007906
adobe-mappings-cmap-deprecated,596045,0.007896
libssh,595349,0.007886
libjpeg-turbo,594733,0.007878
nmap-ncat,592152,0.007844
python3-cairo,590972,0.007828
anaconda-user-help,590937,0.007828
google-noto-sans-math-fonts,590641,0.007824
dmraid-libs,585575,0.007757
google-noto-sans-mono-vf-fonts,578754,0.007667
python3-audit,574848,0.007615
perl-Pod-Simple,570852,0.007562
hunspell-en-US,570772,0.007561
hfsplus-tools,569954,0.007550
crun,566973,0.007511
libvirt-gconfig,566196,0.007500
libvisual,565445,0.007490
at-spi2-atk,565311,0.007488
fuse-libs,563726,0.007468
opencore-amr,563373,0.007463
libe-book,561856,0.007443
kbd-legacy,560926,0.007430
audit-libs,560921,0.007430
vulkan-loader,559010,0.007405
libgomp,558898,0.007404
js-jquery,557998,0.007392
libepubgen,556799,0.007376
hunspell-en-GB,556242,0.007368
libXt,555529,0.007359
conmon,555009,0.007352
libubsan,551568,0.007306
libfreehand,549795,0.007283
gnome-shell-extension-common,545876,0.007231
libnfs,543635,0.007201
isns-utils-libs,540762,0.007163
expat,540581,0.007161
mesa-libglapi,538176,0.007129
abattis-cantarell-fonts,537952,0.007126
libksba,535498,0.007094
yelp-libs,535494,0.007094
libglvnd-opengl,534330,0.007078
malcontent,533050,0.007061
libdmapsharing4,530547,0.007028
gutenprint-libs,530506,0.007027
python3-idna,529571,0.007015
passt,529137,0.007009
gd,528875,0.007006
libxmlb,528362,0.006999
dbus-glib,527568,0.006989
device-mapper-libs,524681,0.006950
python3-beaker,523231,0.006931
mobile-broadband-provider-info,521810,0.006912
python3-hawkey,521429,0.006907
google-noto-sans-ethiopic-vf-fonts,518425,0.006867
imath,517606,0.006857
NetworkManager-ssh,515985,0.006835
clucene-contribs-lib,515162,0.006824
libmbim-utils,511879,0.006781
pipewire,511092,0.006770
vpnc,508950,0.006742
graphite2,508935,0.006742
python3-simpleline,508850,0.006741
libmpeg2,507149,0.006718
libfdisk,507123,0.006718
libbluray,506425,0.006708
sssd-krb5-common,505537,0.006697
libnvme,505370,0.006694
anaconda-tui,502423,0.006655
libpcap,502234,0.006653
dbus-libs,501411,0.006642
fmt,501410,0.006642
libbsd,497745,0.006593
pciutils,496879,0.006582
libiptcdata,496485,0.006577
lcms2,496333,0.006575
sushi,495042,0.006558
bc,493854,0.006542
python3-requests,493806,0.006541
libswscale-free,493068,0.006532
libuv,488929,0.006477
gzip,487637,0.006460
libmspub,487043,0.006452
openjpeg2,485352,0.006429
ntfs-3g-libs,485240,0.006428
mtr,484961,0.006424
python3-pyOpenSSL,484475,0.006418
libpeas,483653,0.006407
zimg,483420,0.006404
accountsservice,483122,0.006400
cups-pk-helper,482311,0.006389
gssproxy,480240,0.006362
glusterfs-cli,479834,0.006356
dleyna-server,479298,0.006349
liblouisutdml,479173,0.006347
pipewire-pulseaudio,479034,0.006346
SDL2_image,476508,0.006312
soundtouch,476266,0.006309
python3-libsemanage,475950,0.006305
soxr,475592,0.006300
gstreamer1-plugin-libav,475520,0.006299
blivet-data,475260,0.006296
gnome-user-share,474734,0.006289
librdmacm,474526,0.006286
jasper-libs,472882,0.006264
paktype-naskh-basic-fonts,471906,0.006251
gvfs-afp,471764,0.006249
sound-theme-freedesktop,471450,0.006245
libbpf,470308,0.006230
python3-pyxdg,469381,0.006218
gpgmepp,468805,0.006210
fuse3,467354,0.006191
rtkit,465650,0.006168
trousers,465215,0.006163
libXmu,459325,0.006085
gspell,458740,0.006077
python3-pyatspi,454141,0.006016
rest,453999,0.006014
spice-vdagent,452809,0.005998
iio-sensor-proxy,452193,0.005990
ima-evm-utils,450351,0.005966
python3-pyparted,449956,0.005960
atmel-firmware,449131,0.005949
jbigkit-libs,448919,0.005947
libjcat,448680,0.005944
gupnp-av,448130,0.005936
libnotify,447269,0.005925
openssl-pkcs11,445782,0.005905
libblockdev,445631,0.005903
gnome-autoar,442170,0.005857
adcli,442072,0.005856
libreoffice-opensymbol-fonts,441905,0.005854
cheese,439564,0.005823
bzip2,438549,0.005809
libdmapsharing,436926,0.005788
polkit-pkla-compat,436637,0.005784
sssd-proxy,436485,0.005782
libnma-gtk4,436018,0.005776
gdbm-libs,436010,0.005776
libmaxminddb,435990,0.005775
gsound,434942,0.005762
libshout,434520,0.005756
abrt-gui,432331,0.005727
atkmm,431862,0.005721
python3-dasbus,431416,0.005715
gdb,431218,0.005712
libmount,430149,0.005698
liburing,429953,0.005695
efibootmgr,429783,0.005693
lrzsz,429669,0.005692
lockdev,429541,0.005690
policycoreutils-devel,429224,0.005686
usbredir,429169,0.005685
libteam,429100,0.005684
libndp,428977,0.005683
libaio,428597,0.005677
libutempter,428353,0.005674
openpgm,427280,0.005660
libcap-ng,426396,0.005648
adwaita-qt5,426371,0.005648
polkit-libs,426044,0.005644
libieee1284,424791,0.005627
libqxp,422491,0.005597
httpd,422409,0.005596
libmodplug,421117,0.005578
isomd5sum,420711,0.005573
abrt-java-connector,420241,0.005567
serd,419369,0.005555
rpcbind,418555,0.005544
libwacom,416752,0.005521
libgfapi0,414656,0.005493
libldac,412877,0.005469
inih,412529,0.005465
dleyna-renderer,411644,0.005453
libXfont2,411107,0.005446
libxcrypt,409077,0.005419
abrt-addon-xorg,407794,0.005402
libdecor,407016,0.005392
elfutils-debuginfod-client,406834,0.005389
libreport-gtk,406053,0.005379
pipewire-alsa,405966,0.005378
mesa-libEGL,404951,0.005364
spice-gtk3,404450,0.005358
shadow-utils-subid,404378,0.005357
gvfs-goa,404049,0.005352
cdparanoia-libs,403942,0.005351
gvfs-gphoto2,403815,0.005349
gvfs-mtp,403708,0.005348
xcb-util-wm,403675,0.005347
gvfs-afc,403594,0.005346
lua-libs,403171,0.005341
NetworkManager-wwan,402990,0.005338
gvfs-smb,402516,0.005332
NetworkManager-wifi,402166,0.005327
cyrus-sasl-plain,401982,0.005325
opus,401862,0.005323
NetworkManager-ppp,401752,0.005322
libvirt-daemon-driver-storage-gluster,401282,0.005316
libblockdev-utils,400970,0.005312
adwaita-qt6,400147,0.005301
urw-base35-z003-fonts,400137,0.005300
python3-enchant,399555,0.005293
xmlsec1-openssl,399354,0.005290
ndctl,396465,0.005252
gupnp,392991,0.005206
pinfo,390513,0.005173
libreoffice-ogltrans,386378,0.005118
libgexiv2,385946,0.005113
xdg-user-dirs-gtk,385782,0.005110
c-ares,385190,0.005102
python3-cups,384290,0.005091
swtpm,382387,0.005065
lv2,382223,0.005063
perl-Storable,380586,0.005042
ibus-hangul,375570,0.004975
braille-printer-app,375552,0.004975
apr,373965,0.004954
libsemanage,373854,0.004952
xorg-x11-drv-amdgpu,373645,0.004950
game-music-emu,372207,0.004931
pinentry,370735,0.004911
pangomm,370210,0.004904
sssd-common-pac,370032,0.004902
libmanette,369033,0.004888
atk,368726,0.004884
python3-brlapi,368380,0.004880
usb_modeswitch,366033,0.004849
google-noto-sans-sinhala-vf-fonts,363228,0.004812
libsane-airscan,363125,0.004810
fuse3-libs,362972,0.004808
libabw,362194,0.004798
sg3_utils-libs,361589,0.004790
perl-PathTools,359765,0.004766
bluez-libs,358984,0.004755
libgcc,358140,0.004744
sssd-ldap,356976,0.004729
python3-pyudev,356650,0.004724
sssd-kcm,355417,0.004708
nss-util,354656,0.004698
python3-packaging,354552,0.004697
libshumate,354192,0.004692
whois,353253,0.004679
libedit,352790,0.004673
lohit-telugu-fonts,351062,0.004650
libfido2,350375,0.004641
iw,349744,0.004633
tzdata-java,349630,0.004631
gtk-vnc2,348321,0.004614
libgcab1,348081,0.004611
xdg-user-dirs,346992,0.004596
python3-productmd,346389,0.004589
ibus-setup,342877,0.004542
libpng,342711,0.004540
libssh2,341396,0.004522
boost-regex,339216,0.004493
perl-IO,337687,0.004473
mpdecimal,337511,0.004471
gvnc,336783,0.004461
os-prober,335000,0.004438
libsodium,334323,0.004429
gstreamer1-plugins-good-qt,334002,0.004424
clutter-gst3,333389,0.004416
dhcp-common,333357,0.004416
perl-POSIX,333070,0.004412
python3-meh,329636,0.004367
alsa-ucm,327411,0.004337
kmod,324433,0.004298
crypto-policies-scripts,323849,0.004290
python3-charset-normalizer,321531,0.004259
ncurses-base,321488,0.004259
xdg-utils,320636,0.004247
openfec,319141,0.004228
python3-olefile,317908,0.004211
libwpg,317142,0.004201
python3-soupsieve,316268,0.004190
perl-podlators,315480,0.004179
gom,315130,0.004174
authselect,314863,0.004171
ndctl-libs,312147,0.004135
libgxps,312119,0.004135
aajohan-comfortaa-fonts,310717,0.004116
jbig2dec-libs,308611,0.004088
qrencode-libs,308500,0.004087
xorg-x11-xinit,308177,0.004082
libvirt-gobject,307288,0.004071
perl-interpreter,307102,0.004068
libiscsi,306751,0.004063
zlib,306235,0.004057
libxkbfile,304407,0.004032
kasumi-unicode,302670,0.004009
libimobiledevice,302105,0.004002
libcgroup,301745,0.003997
libportal,300651,0.003983
librepo,298940,0.003960
qt5-qtx11extras,298073,0.003948
lzo,297827,0.003945
pcsc-lite,297782,0.003945
libproxy,296542,0.003928
apr-util,296239,0.003924
libwmf-lite,296094,0.003922
libdvdread,295934,0.003920
perl-libnet,295892,0.003920
libvirt-glib,295702,0.003917
kmod-libs,295078,0.003909
libass,293803,0.003892
libnftnl,293690,0.003890
libgrss,293447,0.003887
libcomps,292967,0.003881
vazirmatn-vf-fonts,292204,0.003871
cairomm,292160,0.003870
libtasn1,290924,0.003854
ocl-icd,289874,0.003840
sane-airscan,289455,0.003834
libpagemaker,289233,0.003831
mpage,288554,0.003822
libmpc,288308,0.003819
pptp,287901,0.003814
libavif,287249,0.003805
libzmf,287189,0.003804
libnetfilter_conntrack,286970,0.003801
autocorr-en,286881,0.003800
libslirp,286241,0.003792
libassuan,286110,0.003790
xorg-x11-drv-nouveau,285249,0.003779
pigz,284636,0.003770
perl-Scalar-List-Utils,284477,0.003768
ImageMagick,284240,0.003765
samba-common-libs,283031,0.003749
libtirpc,281530,0.003729
libreport-plugin-reportuploader,280678,0.003718
xkbcomp,280614,0.003717
quota-nls,280116,0.003711
popt,279794,0.003706
accountsservice-libs,279160,0.003698
libsss_certmap,279108,0.003697
python3-argcomplete,277818,0.003680
switcheroo-control,277261,0.003673
perl-Socket,277064,0.003670
librist,276725,0.003666
libpipeline,275163,0.003645
ipset-libs,274852,0.003641
google-noto-sans-khmer-vf-fonts,274273,0.003633
sssd-krb5,274174,0.003632
sil-nuosu-fonts,273698,0.003626
file,273570,0.003624
xorg-x11-drv-qxl,273563,0.003624
xz-libs,272333,0.003608
libselinux,272285,0.003607
libblkid,271969,0.003603
libphodav,271677,0.003599
iscsi-initiator-utils-iscsiuio,271135,0.003592
libzip,271006,0.003590
libimagequant,270327,0.003581
boost-filesystem,270165,0.003579
perl-Data-Dumper,270086,0.003578
Box2D,269554,0.003571
libnghttp2,269268,0.003567
mod_lua,269247,0.003567
libyaml,269235,0.003566
rpm-build-libs,269230,0.003566
libtommath,269093,0.003565
libICE,269090,0.003565
libsane-hpaio,268395,0.003555
lz4-libs,268075,0.003551
pipewire-gstreamer,267885,0.003549
xmlsec1-nss,267430,0.003543
libmspack,266914,0.003536
python3-speechd,266154,0.003526
python3-abrt,265575,0.003518
sil-mingzat-fonts,265467,0.003517
lasi,265296,0.003514
gnome-bluetooth,264887,0.003509
giflib,264480,0.003503
pam_afs_session,264416,0.003503
malcontent-control,264273,0.003501
libXft,262853,0.003482
usbmuxd,262794,0.003481
memstrack,262500,0.003477
NetworkManager-ssh-gnome,261778,0.003468
power-profiles-daemon,261693,0.003467
google-noto-naskh-arabic-vf-fonts,261241,0.003461
time,261097,0.003459
ipset,260863,0.003456
libXpm,260423,0.003450
gssdp,260280,0.003448
libbytesize,260093,0.003445
libsigc++20,258947,0.003430
dmraid,258522,0.003425
logrotate,258381,0.003423
google-crosextra-caladea-fonts,257136,0.003406
unoconv,255583,0.003386
geocode-glib2,255245,0.003381
libSM,255197,0.003381
which,254452,0.003371
startup-notification,252022,0.003338
clutter-gtk,251523,0.003332
libgusb,251096,0.003326
libreport-plugin-ureport,250336,0.003316
python3-rpm,250333,0.003316
libseccomp,249484,0.003305
graphene,249251,0.003302
libXau,249075,0.003299
gnome-classic-session,248995,0.003298
bubblewrap,248931,0.003298
libXdmcp,248098,0.003286
libusb1,247686,0.003281
vo-amrwbenc,247587,0.003280
abrt-dbus,246940,0.003271
libini_config,246152,0.003261
libss,245423,0.003251
libcom_err,245369,0.003250
geoclue2-libs,245161,0.003248
libmd,244909,0.003244
libcollection,244792,0.003243
libsss_nss_idmap,244374,0.003237
low-memory-monitor,244134,0.003234
libcue,243837,0.003230
libsss_idmap,243782,0.003229
libxklavier,243699,0.003228
libpath_utils,243536,0.003226
libdhash,243534,0.003226
libref_array,243414,0.003224
libbasicobjects,243300,0.003223
libipa_hbac,243292,0.003223
malcontent-libs,243258,0.003222
liblqr-1,242824,0.003217
python3-markupsafe,242679,0.003215
perl-TermReadKey,242119,0.003207
flatpak-session-helper,241261,0.003196
cxl-libs,241213,0.003195
gettext-envsubst,240830,0.003190
mokutil,240742,0.003189
pcre2-syntax,240727,0.003189
libgfrpc0,239632,0.003174
libev,239306,0.003170
daxctl-libs,239291,0.003170
dmidecode,238890,0.003165
pcaudiolib,238763,0.003163
vte-profile,238600,0.003161
malcontent-ui-libs,238264,0.003156
libfontenc,238232,0.003156
paps,238142,0.003155
libmediaart,237540,0.003147
libgudev,237472,0.003146
perl-Digest-MD5,237358,0.003144
pkgconf,237339,0.003144
traceroute,237272,0.003143
liblouisutdml-utils,236958,0.003139
nautilus-extensions,236542,0.003133
libsss_sudo,235831,0.003124
kpartx,235666,0.003122
tree,235662,0.003122
libijs,235580,0.003121
libqrtr-glib,235079,0.003114
libsrtp,234993,0.003113
pkcs11-helper,233896,0.003098
libdaemon,233735,0.003096
gvncpulse,233594,0.003094
libreport-plugin-logger,233406,0.003092
libcacard,233110,0.003088
libusbmuxd,232871,0.003085
dleyna,232835,0.003084
libasyncns,232798,0.003084
gupnp-igd,232700,0.003083
libkcapi,232696,0.003082
lzop,232414,0.003079
keyutils-libs,232209,0.003076
libpskc,232126,0.003075
stoken-libs,231572,0.003068
mod_dnssd,231353,0.003065
libcbor,231313,0.003064
slirp4netns,231102,0.003061
libsigsegv,231001,0.003060
protobuf-c,230912,0.003059
xdg-dbus-proxy,230609,0.003055
libpaper,230361,0.003052
libsmartcols,230347,0.003051
libdvdnav,229868,0.003045
libnet,229544,0.003041
cjson,229470,0.003040
libmnl,228955,0.003033
libpasswdqc,228738,0.003030
spice-webdavd,228055,0.003021
libtool-ltdl,227968,0.003020
perl-MIME-Base64,227805,0.003018
gtk-update-icon-cache,227783,0.003017
libftdi,227742,0.003017
libudfread,227732,0.003017
libnsl2,227686,0.003016
libdatrie,227665,0.003016
libspectre,227630,0.003015
lm_sensors-libs,227590,0.003015
ipcalc,227496,0.003014
dotconf,227476,0.003013
device-mapper-event-libs,227404,0.003012
twolame-libs,227312,0.003011
libXcomposite,226973,0.003007
npth,226699,0.003003
libgdither,226642,0.003002
linux-atm-libs,226615,0.003002
jansson,226100,0.002995
gnome-video-effects,225809,0.002991
libcloudproviders,225649,0.002989
libreport-plugin-kerneloops,225411,0.002986
hyphen,224796,0.002978
fuse-overlayfs,224695,0.002976
libswresample-free,224460,0.002973
sshpass,224247,0.002971
b43-fwcutter,223870,0.002966
alternatives,223718,0.002964
gnome-terminal-nautilus,223474,0.002960
libpostproc-free,223408,0.002959
totem-video-thumbnailer,223316,0.002958
hostname,223096,0.002955
python3-satyr,223086,0.002955
libffi,222968,0.002954
libeot,222269,0.002944
ntfs-3g-system-compression,221840,0.002939
libXdamage,221779,0.002938
perl-URI,221186,0.002930
python3-libcomps,220992,0.002927
mkpasswd,220800,0.002925
pciutils-libs,220295,0.002918
ghostscript,220110,0.002916
libcap-ng-python3,220077,0.002915
libfdt,219512,0.002908
liba52,219043,0.002902
libnfnetlink,218939,0.002900
libsbc,218890,0.002900
linux-firmware-whence,218681,0.002897
libargon2,218675,0.002897
python3,218058,0.002889
xxhash-libs,217598,0.002882
xorg-x11-drv-wacom-serial-support,217448,0.002880
abrt-plugin-bodhi,216751,0.002871
sudo-python-plugin,216541,0.002868
anaconda-widgets,216394,0.002867
perl-mro,215932,0.002860
evince-djvu,215735,0.002858
libXext,215373,0.002853
lilv-libs,215330,0.002852
snappy,215230,0.002851
lmdb-libs,214640,0.002843
libwayland-cursor,214416,0.002840
python3-distro,214334,0.002839
libchromaprint,214321,0.002839
vid.stab,213647,0.002830
qemu-device-display-qxl,213308,0.002826
ilbc,212864,0.002820
iptstate,212567,0.002816
xprop,212519,0.002815
system-config-printer-udev,211158,0.002797
xorg-x11-drv-evdev,211024,0.002795
mkfontscale,211016,0.002795
libogg,210769,0.002792
xorg-x11-drv-libinput,210351,0.002786
editorconfig-libs,210223,0.002785
gsm,210080,0.002783
wpebackend-fdo,209804,0.002779
libmysofa,209588,0.002776
xorg-x11-xauth,209360,0.002773
xmodmap,209095,0.002770
keybinder3,209031,0.002769
sssd-nfs-idmap,208621,0.002764
xrdb,208455,0.002761
cldr-emoji-annotation-dtd,208199,0.002758
xorg-x11-drv-armsoc,207993,0.002755
double-conversion,207976,0.002755
json-c,207539,0.002749
libwpe,207422,0.002748
libb2,207414,0.002748
lohit-kannada-fonts,206992,0.002742
zchunk-libs,206861,0.002740
libXtst,206800,0.002739
qemu-device-usb-redirect,206797,0.002739
perl-Fcntl,206685,0.002738
xhost,206655,0.002737
perl-NDBM_File,206600,0.002737
libmetalink,206424,0.002734
unbound-anchor,206417,0.002734
libeconf,206195,0.002731
qemu-device-display-virtio-gpu,206091,0.002730
qemu-device-usb-host,206065,0.002730
boost-thread,205921,0.002728
bzip2-libs,205916,0.002728
libpciaccess,205819,0.002726
speex,205772,0.002726
qemu-block-curl,205712,0.002725
pcsc-lite-libs,205698,0.002725
xcb-util-renderutil,205686,0.002725
libXi,205661,0.002724
qemu-block-gluster,205619,0.002724
qemu-block-blkio,205601,0.002724
qemu-ui-spice-core,205339,0.002720
udisks2-iscsi,205166,0.002718
liboauth,205119,0.002717
numad,205096,0.002717
dbus-x11,205017,0.002716
libXrandr,204924,0.002715
hypervkvpd,204852,0.002714
mythes,204541,0.002709
xcb-util-cursor,204485,0.002709
PackageKit-command-not-found,204329,0.002707
setxkbmap,204255,0.002706
libXinerama,204229,0.002705
swtpm-libs,204228,0.002705
compsize,204196,0.002705
sratom,204143,0.002704
libpeas-gtk,204060,0.002703
sgpio,204055,0.002703
qemu-block-ssh,204047,0.002703
qemu-block-iscsi,204001,0.002702
speech-dispatcher-espeak-ng,203939,0.002702
fstrm,203812,0.002700
abrt-addon-pstoreoops,203777,0.002699
libwayland-server,203736,0.002699
qemu-ui-gtk,203724,0.002699
iniparser,203648,0.002698
device-mapper-event,203580,0.002697
xcb-util,203565,0.002697
libxcvt,203558,0.002696
boost-iostreams,203540,0.002696
fprintd-pam,203510,0.002696
libXfixes,203490,0.002696
nss-sysinit,203430,0.002695
xcb-util-image,203384,0.002694
librabbitmq,203357,0.002694
libwayland-client,203280,0.002693
libXrender,203255,0.002692
libXv,203233,0.002692
qemu-device-display-virtio-gpu-gl,203222,0.002692
libevdev,203131,0.002691
libtevent,203020,0.002689
libpkgconf,203001,0.002689
gvfs-fuse,202978,0.002689
gnutls-dane,202956,0.002688
symlinks,202952,0.002688
xorg-x11-drv-fbdev,202948,0.002688
poppler-cpp,202854,0.002687
boost-chrono,202841,0.002687
libzstd-devel,202817,0.002687
qemu-device-usb-smartcard,202806,0.002687
libtdb,202708,0.002685
jxl-pixbuf-loader,202702,0.002685
libuuid,202637,0.002684
libXcursor,202624,0.002684
numactl-libs,202614,0.002684
libverto,202605,0.002684
python3-pwquality,202472,0.002682
qemu-block-rbd,202463,0.002682
libXxf86vm,202451,0.002682
mtdev,202437,0.002682
libglvnd-egl,202420,0.002681
gstreamer1-plugins-good-qt6,202377,0.002681
qemu-block-nfs,202367,0.002681
evince-previewer,202365,0.002681
mesa-libgbm,202268,0.002679
libblockdev-lvm,202226,0.002679
libreport-plugin-systemd-journal,202220,0.002679
qemu-ui-sdl,202140,0.002678
qemu-audio-alsa,202040,0.002676
NetworkManager-bluetooth,202035,0.002676
boost-atomic,202025,0.002676
pinentry-gnome3,202019,0.002676
qemu-char-spice,201987,0.002676
libXres,201986,0.002676
libvdpau,201970,0.002675
libreport-cli,201940,0.002675
xisxwayland,201926,0.002675
webp-pixbuf-loader,201911,0.002675
fwupd-plugin-modem-manager,201879,0.002674
libfsverity,201848,0.002674
abrt-libs,201838,0.002674
evince-thumbnailer,201824,0.002673
xcb-util-keysyms,201811,0.002673
qemu-audio-dbus,201792,0.002673
libraqm,201762,0.002673
pam_passwdqc,201751,0.002673
dmraid-events,201729,0.002672
libkcapi-hmaccalc,201725,0.002672
libpsl,201672,0.002671
libattr,201661,0.002671
libwayland-egl,201626,0.002671
libatomic,201562,0.002670
criu-libs,201554,0.002670
qemu-ui-opengl,201551,0.002670
libtalloc,201522,0.002669
libreport-web,201482,0.002669
qemu-device-display-virtio-vga,201443,0.002668
avahi-gobject,201408,0.002668
sane-backends-libs,201398,0.002668
libblockdev-fs,201392,0.002668
cyrus-sasl-gssapi,201384,0.002668
gstreamer1-plugins-good-gtk,201360,0.002667
qemu-audio-pa,201350,0.002667
libblockdev-lvm-dbus,201326,0.002667
qemu-audio-oss,201311,0.002667
qemu-audio-jack,201304,0.002667
boost-date-time,201300,0.002667
boost-system,201289,0.002666
qemu-audio-sdl,201287,0.002666
qemu-audio-spice,201201,0.002665
qemu-ui-curses,201135,0.002664
hypervvssd,201130,0.002664
rpm-plugin-systemd-inhibit,201126,0.002664
libacl,201122,0.002664
bluez-cups,201114,0.002664
qemu-char-baum,201106,0.002664
plymouth-plugin-two-step,201090,0.002664
ibus-gtk3,201088,0.002664
NetworkManager-team,201086,0.002664
libportal-gtk4,201080,0.002664
libportal-gtk3,201080,0.002664
gvfs-archive,201057,0.002663
qemu-ui-egl-headless,201045,0.002663
hypervfcopyd,201030,0.002663
libproxy-duktape,201026,0.002663
qemu-device-display-virtio-gpu-pci,201023,0.002663
qemu-device-display-virtio-gpu-ccw,200989,0.002662
libblockdev-mdraid,200984,0.002662
xmlrpc-c-client,200982,0.002662
python3-gobject,200972,0.002662
qemu-ui-spice-app,200970,0.002662
NetworkManager-adsl,200966,0.002662
ibus-gtk4,200955,0.002662
libvirt-daemon-driver-storage-rbd,200940,0.002662
pulseaudio-libs-glib2,200916,0.002661
rpm-plugin-selinux,200907,0.002661
libvirt-daemon-driver-storage-logical,200896,0.002661
abrt-gui-libs,200894,0.002661
libpeas-loader-python3,200893,0.002661
PackageKit-gstreamer-plugin,200872,0.002661
libvirt-daemon-driver-storage-iscsi-direct,200845,0.002661
libvirt-daemon-driver-storage-disk,200829,0.002660
libblockdev-btrfs,200814,0.002660
PackageKit-gtk3-module,200788,0.002660
qemu-device-display-virtio-vga-gl,200782,0.002660
fwupd-plugin-flashrom,200762,0.002659
avahi-glib,200762,0.002659
libvirt-daemon-driver-storage-scsi,200749,0.002659
libverto-libev,200732,0.002659
plymouth-plugin-label,200727,0.002659
libvirt-daemon-driver-storage-iscsi,200726,0.002659
libxkbcommon-x11,200720,0.002659
colord-gtk4,200708,0.002659
libblockdev-nvdimm,200680,0.002658
qemu-block-dmg,200675,0.002658
libblockdev-mpath,200662,0.002658
libblockdev-swap,200660,0.002658
libblockdev-part,200660,0.002658
libvirt-daemon-driver-storage-mpath,200654,0.002658
harfbuzz-icu,200630,0.002658
qemu-device-display-virtio-gpu-pci-gl,200618,0.002658
libblockdev-crypto,200616,0.002657
apr-util-openssl,200583,0.002657
libblockdev-dm,200552,0.002657
libblockdev-kbd,200498,0.002656
libblockdev-loop,200468,0.002656
libxshmfence,200456,0.002655
rpm-sign-libs,200388,0.002654
flexiblas-openblas-openmp,200325,0.002654
apr-util-bdb,200287,0.002653
cairo-gobject,200128,0.002651
libX11-xcb,199980,0.002649
gnome-keyring-pam,199891,0.002648
abattis-cantarell-vf-fonts,196951,0.002609
dkms,196502,0.002603
dracut-network,195706,0.002592
passt-selinux,192880,0.002555
python3-humanize,192680,0.002552
rit-meera-new-fonts,188760,0.002500
media-player-info,185517,0.002457
lohit-devanagari-fonts,183774,0.002434
langtable,181603,0.002406
libsmbclient,179920,0.002383
uresourced,176806,0.002342
libreoffice-langpack-en,175628,0.002326
python3-tempita,170535,0.002259
kdump-anaconda-addon,168771,0.002236
perl-Pod-Perldoc,166968,0.002212
perl-File-Temp,166172,0.002201
fwupd-efi,163343,0.002164
perl-HTTP-Tiny,155588,0.002061
google-noto-sans-georgian-vf-fonts,148338,0.001965
google-noto-sans-gurmukhi-vf-fonts,148268,0.001964
crypto-policies,146211,0.001937
lohit-bengali-fonts,145663,0.001930
lohit-assamese-fonts,145570,0.001928
plymouth-theme-spinner,144361,0.001912
zlib-devel,142482,0.001887
samba-common,142275,0.001885
perl-Getopt-Long,141332,0.001872
usb_modeswitch-data,137492,0.001821
google-noto-sans-cherokee-vf-fonts,136247,0.001805
whois-nls,134842,0.001786
libreport-plugin-bugzilla,130795,0.001733
xorg-x11-server-common,130336,0.001727
gnome-browser-connector,126170,0.001671
iwlegacy-firmware,126070,0.001670
python3-six,125652,0.001664
fedora-gpg-keys,123599,0.001637
python3-blockdev,121866,0.001614
policycoreutils-python-utils,119472,0.001583
containers-common,118744,0.001573
google-noto-sans-canadian-aboriginal-vf-fonts,109728,0.001454
python3-pysocks,108115,0.001432
hyphen-en,106371,0.001409
python3-augeas,101390,0.001343
perl-IO-Socket-IP,99928,0.001324
perl-Term-ANSIColor,99819,0.001322
fedora-bookmarks,96394,0.001277
lohit-odia-fonts,96305,0.001276
lohit-marathi-fonts,93197,0.001235
git,87279,0.001156
perl-Pod-Usage,86712,0.001149
urw-base35-d050000l-fonts,86336,0.001144
abrt-tui,85820,0.001137
python3-ptyprocess,84611,0.001121
lohit-gujarati-fonts,84367,0.001118
openblas,83482,0.001106
mailcap,82923,0.001098
fedora-third-party,81700,0.001082
libertas-usb8388-firmware,81344,0.001078
xml-common,80280,0.001063
perl-Error,79070,0.001047
google-noto-sans-thai-vf-fonts,78892,0.001045
libwbclient,76060,0.001008
flexiblas,74579,0.000988
gnome-shell-extension-window-list,74197,0.000983
hicolor-icon-theme,73932,0.000979
perl-overload,73038,0.000968
google-noto-sans-lao-vf-fonts,71307,0.000945
fpaste,69646,0.000923
container-selinux,68769,0.000911
publicsuffix-list-dafsa,67897,0.000899
perl-Time-Local,67019,0.000888
perl-Git,65541,0.000868
perl-File-Path,65002,0.000861
livesys-scripts,63790,0.000845
geocode-glib-data,63586,0.000842
python3-bytesize,61666,0.000817
lohit-tamil-fonts,60667,0.000804
gnome-shell-extension-background-logo,59656,0.000790
libgfxdr0,57912,0.000767
google-noto-sans-hebrew-vf-fonts,55728,0.000738
perl-Exporter,55219,0.000731
libreport-fedora,54755,0.000725
fros,50686,0.000671
python3-urllib3+socks,49629,0.000657
grubby,48970,0.000649
gnome-themes-extra,48712,0.000645
perl-Carp,47642,0.000631
python3-louis,45793,0.000607
qemu-user-static,45699,0.000605
urw-base35-standard-symbols-ps-fonts,45248,0.000599
zd1211-firmware,44600,0.000591
python3-requests-ftp,44579,0.000591
python3-pid,42428,0.000562
perl-File-Find,39534,0.000524
dnf-data,39236,0.000520
dracut-live,38942,0.000516
vpnc-script,38674,0.000512
urw-base35-fonts-common,38280,0.000507
cifs-utils-info,38199,0.000506
abrt-addon-vmcore,38071,0.000504
perl-Digest,36060,0.000478
google-noto-sans-armenian-vf-fonts,35765,0.000474
sssd,35147,0.000466
elfutils-libelf-devel,34588,0.000458
