Package Name,Size,Percentage of Total Size
clucene-contribs-lib,515162,.006800
libmbim-utils,511879,.006700
pipewire,511092,.006700
vpnc,508950,.006700
graphite2,508935,.006700
python3-simpleline,508850,.006700
libmpeg2,507149,.006700
libfdisk,507123,.006700
libbluray,506425,.006700
sssd-krb5-common,505537,.006600
libnvme,505370,.006600
anaconda-tui,502423,.006600
libpcap,502234,.006600
dbus-libs,501411,.006600
fmt,501410,.006600
libbsd,497745,.006500
pciutils,496879,.006500
libiptcdata,496485,.006500
lcms2,496333,.006500
sushi,495042,.006500
bc,493854,.006500
python3-requests,493806,.006500
libswscale-free,493068,.006500
libuv,488929,.006400
gzip,487637,.006400
libmspub,487043,.006400
openjpeg2,485352,.006400
ntfs-3g-libs,485240,.006400
mtr,484961,.006400
python3-pyOpenSSL,484475,.006400
libpeas,483653,.006400
zimg,483420,.006400
accountsservice,483122,.006300
cups-pk-helper,482311,.006300
gssproxy,480240,.006300
glusterfs-cli,479834,.006300
dleyna-server,479298,.006300
liblouisutdml,479173,.006300
pipewire-pulseaudio,479034,.006300
SDL2_image,476508,.006300
soundtouch,476266,.006300
python3-libsemanage,475950,.006300
soxr,475592,.006300
gstreamer1-plugin-libav,475520,.006200
blivet-data,475260,.006200
gnome-user-share,474734,.006200
librdmacm,474526,.006200
jasper-libs,472882,.006200
paktype-naskh-basic-fonts,471906,.006200
gvfs-afp,471764,.006200
sound-theme-freedesktop,471450,.006200
libbpf,470308,.006200
python3-pyxdg,469381,.006200
gpgmepp,468805,.006200
fuse3,467354,.006100
rtkit,465650,.006100
trousers,465215,.006100
libXmu,459325,.006000
gspell,458740,.006000
python3-pyatspi,454141,.006000
rest,453999,.006000
spice-vdagent,452809,.005900
iio-sensor-proxy,452193,.005900
ima-evm-utils,450351,.005900
python3-pyparted,449956,.005900
atmel-firmware,449131,.005900
jbigkit-libs,448919,.005900
libjcat,448680,.005900
gupnp-av,448130,.005900
libnotify,447269,.005900
openssl-pkcs11,445782,.005900
libblockdev,445631,.005900
gnome-autoar,442170,.005800
adcli,442072,.005800
libreoffice-opensymbol-fonts,441905,.005800
cheese,439564,.005800
bzip2,438549,.005800
libdmapsharing,436926,.005700
polkit-pkla-compat,436637,.005700
sssd-proxy,436485,.005700
libnma-gtk4,436018,.005700
gdbm-libs,436010,.005700
libmaxminddb,435990,.005700
gsound,434942,.005700
libshout,434520,.005700
abrt-gui,432331,.005700
atkmm,431862,.005700
python3-dasbus,431416,.005700
gdb,431218,.005700
libmount,430149,.005600
liburing,429953,.005600
efibootmgr,429783,.005600
lrzsz,429669,.005600
lockdev,429541,.005600
policycoreutils-devel,429224,.005600
usbredir,429169,.005600
libteam,429100,.005600
libndp,428977,.005600
libaio,428597,.005600
libutempter,428353,.005600
openpgm,427280,.005600
libcap-ng,426396,.005600
adwaita-qt5,426371,.005600
polkit-libs,426044,.005600
libieee1284,424791,.005600
libqxp,422491,.005500
httpd,422409,.005500
libmodplug,421117,.005500
isomd5sum,420711,.005500
abrt-java-connector,420241,.005500
serd,419369,.005500
rpcbind,418555,.005500
libwacom,416752,.005500
libgfapi0,414656,.005400
libldac,412877,.005400
inih,412529,.005400
dleyna-renderer,411644,.005400
libXfont2,411107,.005400
libxcrypt,409077,.005400
abrt-addon-xorg,407794,.005400
libdecor,407016,.005300
elfutils-debuginfod-client,406834,.005300
libreport-gtk,406053,.005300
pipewire-alsa,405966,.005300
mesa-libEGL,404951,.005300
spice-gtk3,404450,.005300
shadow-utils-subid,404378,.005300
gvfs-goa,404049,.005300
cdparanoia-libs,403942,.005300
gvfs-gphoto2,403815,.005300
gvfs-mtp,403708,.005300
xcb-util-wm,403675,.005300
gvfs-afc,403594,.005300
lua-libs,403171,.005300
NetworkManager-wwan,402990,.005300
gvfs-smb,402516,.005300
NetworkManager-wifi,402166,.005300
cyrus-sasl-plain,401982,.005300
opus,401862,.005300
NetworkManager-ppp,401752,.005300
libvirt-daemon-driver-storage-gluster,401282,.005300
libblockdev-utils,400970,.005300
adwaita-qt6,400147,.005300
urw-base35-z003-fonts,400137,.005300
python3-enchant,399555,.005200
xmlsec1-openssl,399354,.005200
ndctl,396465,.005200
gupnp,392991,.005200
pinfo,390513,.005100
libreoffice-ogltrans,386378,.005100
libgexiv2,385946,.005100
xdg-user-dirs-gtk,385782,.005100
c-ares,385190,.005100
python3-cups,384290,.005000
swtpm,382387,.005000
lv2,382223,.005000
perl-Storable,380586,.005000
ibus-hangul,375570,.004900
braille-printer-app,375552,.004900
apr,373965,.004900
libsemanage,373854,.004900
xorg-x11-drv-amdgpu,373645,.004900
game-music-emu,372207,.004900
pinentry,370735,.004900
pangomm,370210,.004900
sssd-common-pac,370032,.004900
libmanette,369033,.004800
atk,368726,.004800
python3-brlapi,368380,.004800
usb_modeswitch,366033,.004800
google-noto-sans-sinhala-vf-fonts,363228,.004800
libsane-airscan,363125,.004800
fuse3-libs,362972,.004800
libabw,362194,.004700
sg3_utils-libs,361589,.004700
perl-PathTools,359765,.004700
bluez-libs,358984,.004700
libgcc,358140,.004700
sssd-ldap,356976,.004700
python3-pyudev,356650,.004700
sssd-kcm,355417,.004700
nss-util,354656,.004600
python3-packaging,354552,.004600
libshumate,354192,.004600
whois,353253,.004600
libedit,352790,.004600
lohit-telugu-fonts,351062,.004600
libfido2,350375,.004600
iw,349744,.004600
tzdata-java,349630,.004600
gtk-vnc2,348321,.004600
libgcab1,348081,.004600
xdg-user-dirs,346992,.004500
python3-productmd,346389,.004500
ibus-setup,342877,.004500
libpng,342711,.004500
libssh2,341396,.004500
boost-regex,339216,.004400
perl-IO,337687,.004400
mpdecimal,337511,.004400
gvnc,336783,.004400
os-prober,335000,.004400
libsodium,334323,.004400
gstreamer1-plugins-good-qt,334002,.004400
clutter-gst3,333389,.004400
dhcp-common,333357,.004400
perl-POSIX,333070,.004400
python3-meh,329636,.004300
alsa-ucm,327411,.004300
kmod,324433,.004200
crypto-policies-scripts,323849,.004200
python3-charset-normalizer,321531,.004200
ncurses-base,321488,.004200
xdg-utils,320636,.004200
openfec,319141,.004200
python3-olefile,317908,.004200
libwpg,317142,.004200
python3-soupsieve,316268,.004100
perl-podlators,315480,.004100
gom,315130,.004100
authselect,314863,.004100
ndctl-libs,312147,.004100
libgxps,312119,.004100
aajohan-comfortaa-fonts,310717,.004100
jbig2dec-libs,308611,.004000
qrencode-libs,308500,.004000
xorg-x11-xinit,308177,.004000
libvirt-gobject,307288,.004000
perl-interpreter,307102,.004000
libiscsi,306751,.004000
zlib,306235,.004000
libxkbfile,304407,.004000
kasumi-unicode,302670,.004000
libimobiledevice,302105,.004000
libcgroup,301745,.003900
libportal,300651,.003900
librepo,298940,.003900
qt5-qtx11extras,298073,.003900
lzo,297827,.003900
pcsc-lite,297782,.003900
libproxy,296542,.003900
apr-util,296239,.003900
libwmf-lite,296094,.003900
libdvdread,295934,.003900
perl-libnet,295892,.003900
libvirt-glib,295702,.003900
kmod-libs,295078,.003900
libass,293803,.003800
libnftnl,293690,.003800
libgrss,293447,.003800
libcomps,292967,.003800
vazirmatn-vf-fonts,292204,.003800
cairomm,292160,.003800
libtasn1,290924,.003800
ocl-icd,289874,.003800
sane-airscan,289455,.003800
libpagemaker,289233,.003800
mpage,288554,.003800
libmpc,288308,.003800
pptp,287901,.003800
libavif,287249,.003800
libzmf,287189,.003800
libnetfilter_conntrack,286970,.003800
autocorr-en,286881,.003800
libslirp,286241,.003700
libassuan,286110,.003700
xorg-x11-drv-nouveau,285249,.003700
pigz,284636,.003700
perl-Scalar-List-Utils,284477,.003700
ImageMagick,284240,.003700
samba-common-libs,283031,.003700
libtirpc,281530,.003700
libreport-plugin-reportuploader,280678,.003700
xkbcomp,280614,.003700
quota-nls,280116,.003700
popt,279794,.003700
accountsservice-libs,279160,.003600
libsss_certmap,279108,.003600
python3-argcomplete,277818,.003600
switcheroo-control,277261,.003600
perl-Socket,277064,.003600
librist,276725,.003600
libpipeline,275163,.003600
ipset-libs,274852,.003600
google-noto-sans-khmer-vf-fonts,274273,.003600
sssd-krb5,274174,.003600
sil-nuosu-fonts,273698,.003600
file,273570,.003600
xorg-x11-drv-qxl,273563,.003600
xz-libs,272333,.003600
libselinux,272285,.003600
libblkid,271969,.003600
libphodav,271677,.003500
iscsi-initiator-utils-iscsiuio,271135,.003500
libzip,271006,.003500
libimagequant,270327,.003500
boost-filesystem,270165,.003500
perl-Data-Dumper,270086,.003500
Box2D,269554,.003500
libnghttp2,269268,.003500
mod_lua,269247,.003500
libyaml,269235,.003500
rpm-build-libs,269230,.003500
libtommath,269093,.003500
libICE,269090,.003500
libsane-hpaio,268395,.003500
lz4-libs,268075,.003500
pipewire-gstreamer,267885,.003500
xmlsec1-nss,267430,.003500
libmspack,266914,.003500
python3-speechd,266154,.003500
python3-abrt,265575,.003500
sil-mingzat-fonts,265467,.003500
lasi,265296,.003500
gnome-bluetooth,264887,.003500
giflib,264480,.003500
pam_afs_session,264416,.003500
malcontent-control,264273,.003500
libXft,262853,.003400
usbmuxd,262794,.003400
memstrack,262500,.003400
NetworkManager-ssh-gnome,261778,.003400
power-profiles-daemon,261693,.003400
google-noto-naskh-arabic-vf-fonts,261241,.003400
time,261097,.003400
ipset,260863,.003400
libXpm,260423,.003400
gssdp,260280,.003400
libbytesize,260093,.003400
libsigc++20,258947,.003400
dmraid,258522,.003400
logrotate,258381,.003400
google-crosextra-caladea-fonts,257136,.003400
unoconv,255583,.003300
geocode-glib2,255245,.003300
libSM,255197,.003300
which,254452,.003300
startup-notification,252022,.003300
clutter-gtk,251523,.003300
libgusb,251096,.003300
libreport-plugin-ureport,250336,.003300
python3-rpm,250333,.003300
libseccomp,249484,.003300
graphene,249251,.003300
libXau,249075,.003200
gnome-classic-session,248995,.003200
bubblewrap,248931,.003200
libXdmcp,248098,.003200
libusb1,247686,.003200
vo-amrwbenc,247587,.003200
abrt-dbus,246940,.003200
libini_config,246152,.003200
libss,245423,.003200
libcom_err,245369,.003200
geoclue2-libs,245161,.003200
libmd,244909,.003200
libcollection,244792,.003200
libsss_nss_idmap,244374,.003200
low-memory-monitor,244134,.003200
libcue,243837,.003200
libsss_idmap,243782,.003200
libxklavier,243699,.003200
libpath_utils,243536,.003200
libdhash,243534,.003200
libref_array,243414,.003200
libbasicobjects,243300,.003200
libipa_hbac,243292,.003200
malcontent-libs,243258,.003200
liblqr-1,242824,.003200
python3-markupsafe,242679,.003200
perl-TermReadKey,242119,.003200
flatpak-session-helper,241261,.003100
cxl-libs,241213,.003100
gettext-envsubst,240830,.003100
mokutil,240742,.003100
pcre2-syntax,240727,.003100
libgfrpc0,239632,.003100
libev,239306,.003100
daxctl-libs,239291,.003100
dmidecode,238890,.003100
pcaudiolib,238763,.003100
vte-profile,238600,.003100
malcontent-ui-libs,238264,.003100
libfontenc,238232,.003100
paps,238142,.003100
libmediaart,237540,.003100
libgudev,237472,.003100
perl-Digest-MD5,237358,.003100
pkgconf,237339,.003100
traceroute,237272,.003100
liblouisutdml-utils,236958,.003100
nautilus-extensions,236542,.003100
libsss_sudo,235831,.003100
kpartx,235666,.003100
tree,235662,.003100
libijs,235580,.003100
libqrtr-glib,235079,.003100
libsrtp,234993,.003100
pkcs11-helper,233896,.003000
libdaemon,233735,.003000
gvncpulse,233594,.003000
libreport-plugin-logger,233406,.003000
libcacard,233110,.003000
libusbmuxd,232871,.003000
dleyna,232835,.003000
libasyncns,232798,.003000
gupnp-igd,232700,.003000
libkcapi,232696,.003000
lzop,232414,.003000
keyutils-libs,232209,.003000
libpskc,232126,.003000
stoken-libs,231572,.003000
mod_dnssd,231353,.003000
libcbor,231313,.003000
slirp4netns,231102,.003000
libsigsegv,231001,.003000
protobuf-c,230912,.003000
xdg-dbus-proxy,230609,.003000
libpaper,230361,.003000
libsmartcols,230347,.003000
libdvdnav,229868,.003000
libnet,229544,.003000
cjson,229470,.003000
libmnl,228955,.003000
libpasswdqc,228738,.003000
spice-webdavd,228055,.003000
libtool-ltdl,227968,.003000
perl-MIME-Base64,227805,.003000
gtk-update-icon-cache,227783,.003000
libftdi,227742,.003000
libudfread,227732,.003000
libnsl2,227686,.003000
libdatrie,227665,.003000
libspectre,227630,.003000
lm_sensors-libs,227590,.003000
ipcalc,227496,.003000
dotconf,227476,.003000
device-mapper-event-libs,227404,.003000
twolame-libs,227312,.003000
libXcomposite,226973,.003000
npth,226699,.003000
libgdither,226642,.003000
linux-atm-libs,226615,.003000
jansson,226100,.002900
gnome-video-effects,225809,.002900
libcloudproviders,225649,.002900
libreport-plugin-kerneloops,225411,.002900
hyphen,224796,.002900
fuse-overlayfs,224695,.002900
libswresample-free,224460,.002900
sshpass,224247,.002900
b43-fwcutter,223870,.002900
alternatives,223718,.002900
gnome-terminal-nautilus,223474,.002900
libpostproc-free,223408,.002900
totem-video-thumbnailer,223316,.002900
hostname,223096,.002900
python3-satyr,223086,.002900
libffi,222968,.002900
libeot,222269,.002900
ntfs-3g-system-compression,221840,.002900
libXdamage,221779,.002900
perl-URI,221186,.002900
python3-libcomps,220992,.002900
mkpasswd,220800,.002900
pciutils-libs,220295,.002900
ghostscript,220110,.002900
libcap-ng-python3,220077,.002900
libfdt,219512,.002900
liba52,219043,.002900
libnfnetlink,218939,.002900
libsbc,218890,.002800
linux-firmware-whence,218681,.002800
libargon2,218675,.002800
python3,218058,.002800
xxhash-libs,217598,.002800
xorg-x11-drv-wacom-serial-support,217448,.002800
abrt-plugin-bodhi,216751,.002800
sudo-python-plugin,216541,.002800
anaconda-widgets,216394,.002800
perl-mro,215932,.002800
evince-djvu,215735,.002800
libXext,215373,.002800
lilv-libs,215330,.002800
snappy,215230,.002800
lmdb-libs,214640,.002800
libwayland-cursor,214416,.002800
python3-distro,214334,.002800
libchromaprint,214321,.002800
vid.stab,213647,.002800
qemu-device-display-qxl,213308,.002800
ilbc,212864,.002800
iptstate,212567,.002800
xprop,212519,.002800
system-config-printer-udev,211158,.002700
xorg-x11-drv-evdev,211024,.002700
mkfontscale,211016,.002700
libogg,210769,.002700
xorg-x11-drv-libinput,210351,.002700
editorconfig-libs,210223,.002700
gsm,210080,.002700
wpebackend-fdo,209804,.002700
libmysofa,209588,.002700
xorg-x11-xauth,209360,.002700
xmodmap,209095,.002700
keybinder3,209031,.002700
sssd-nfs-idmap,208621,.002700
xrdb,208455,.002700
cldr-emoji-annotation-dtd,208199,.002700
xorg-x11-drv-armsoc,207993,.002700
double-conversion,207976,.002700
json-c,207539,.002700
libwpe,207422,.002700
libb2,207414,.002700
lohit-kannada-fonts,206992,.002700
zchunk-libs,206861,.002700
libXtst,206800,.002700
qemu-device-usb-redirect,206797,.002700
perl-Fcntl,206685,.002700
xhost,206655,.002700
perl-NDBM_File,206600,.002700
libmetalink,206424,.002700
unbound-anchor,206417,.002700
libeconf,206195,.002700
qemu-device-display-virtio-gpu,206091,.002700
qemu-device-usb-host,206065,.002700
boost-thread,205921,.002700
bzip2-libs,205916,.002700
libpciaccess,205819,.002700
speex,205772,.002700
qemu-block-curl,205712,.002700
pcsc-lite-libs,205698,.002700
xcb-util-renderutil,205686,.002700
libXi,205661,.002700
qemu-block-gluster,205619,.002700
qemu-block-blkio,205601,.002700
qemu-ui-spice-core,205339,.002700
udisks2-iscsi,205166,.002700
liboauth,205119,.002700
numad,205096,.002700
dbus-x11,205017,.002700
libXrandr,204924,.002700
hypervkvpd,204852,.002700
mythes,204541,.002700
xcb-util-cursor,204485,.002700
PackageKit-command-not-found,204329,.002700
setxkbmap,204255,.002700
libXinerama,204229,.002700
swtpm-libs,204228,.002700
compsize,204196,.002700
sratom,204143,.002700
libpeas-gtk,204060,.002700
sgpio,204055,.002700
qemu-block-ssh,204047,.002700
qemu-block-iscsi,204001,.002700
speech-dispatcher-espeak-ng,203939,.002700
fstrm,203812,.002600
abrt-addon-pstoreoops,203777,.002600
libwayland-server,203736,.002600
qemu-ui-gtk,203724,.002600
iniparser,203648,.002600
device-mapper-event,203580,.002600
xcb-util,203565,.002600
libxcvt,203558,.002600
boost-iostreams,203540,.002600
fprintd-pam,203510,.002600
libXfixes,203490,.002600
nss-sysinit,203430,.002600
xcb-util-image,203384,.002600
librabbitmq,203357,.002600
libwayland-client,203280,.002600
libXrender,203255,.002600
libXv,203233,.002600
qemu-device-display-virtio-gpu-gl,203222,.002600
libevdev,203131,.002600
libtevent,203020,.002600
libpkgconf,203001,.002600
gvfs-fuse,202978,.002600
gnutls-dane,202956,.002600
symlinks,202952,.002600
xorg-x11-drv-fbdev,202948,.002600
poppler-cpp,202854,.002600
boost-chrono,202841,.002600
libzstd-devel,202817,.002600
qemu-device-usb-smartcard,202806,.002600
libtdb,202708,.002600
jxl-pixbuf-loader,202702,.002600
libuuid,202637,.002600
libXcursor,202624,.002600
numactl-libs,202614,.002600
libverto,202605,.002600
python3-pwquality,202472,.002600
qemu-block-rbd,202463,.002600
libXxf86vm,202451,.002600
mtdev,202437,.002600
libglvnd-egl,202420,.002600
gstreamer1-plugins-good-qt6,202377,.002600
qemu-block-nfs,202367,.002600
evince-previewer,202365,.002600
mesa-libgbm,202268,.002600
libblockdev-lvm,202226,.002600
libreport-plugin-systemd-journal,202220,.002600
qemu-ui-sdl,202140,.002600
qemu-audio-alsa,202040,.002600
NetworkManager-bluetooth,202035,.002600
boost-atomic,202025,.002600
pinentry-gnome3,202019,.002600
qemu-char-spice,201987,.002600
libXres,201986,.002600
libvdpau,201970,.002600
libreport-cli,201940,.002600
xisxwayland,201926,.002600
webp-pixbuf-loader,201911,.002600
fwupd-plugin-modem-manager,201879,.002600
libfsverity,201848,.002600
abrt-libs,201838,.002600
evince-thumbnailer,201824,.002600
xcb-util-keysyms,201811,.002600
qemu-audio-dbus,201792,.002600
libraqm,201762,.002600
pam_passwdqc,201751,.002600
dmraid-events,201729,.002600
libkcapi-hmaccalc,201725,.002600
libpsl,201672,.002600
libattr,201661,.002600
libwayland-egl,201626,.002600
libatomic,201562,.002600
criu-libs,201554,.002600
qemu-ui-opengl,201551,.002600
libtalloc,201522,.002600
libreport-web,201482,.002600
qemu-device-display-virtio-vga,201443,.002600
avahi-gobject,201408,.002600
sane-backends-libs,201398,.002600
libblockdev-fs,201392,.002600
cyrus-sasl-gssapi,201384,.002600
gstreamer1-plugins-good-gtk,201360,.002600
qemu-audio-pa,201350,.002600
libblockdev-lvm-dbus,201326,.002600
qemu-audio-oss,201311,.002600
qemu-audio-jack,201304,.002600
boost-date-time,201300,.002600
boost-system,201289,.002600
qemu-audio-sdl,201287,.002600
qemu-audio-spice,201201,.002600
qemu-ui-curses,201135,.002600
hypervvssd,201130,.002600
rpm-plugin-systemd-inhibit,201126,.002600
libacl,201122,.002600
bluez-cups,201114,.002600
qemu-char-baum,201106,.002600
plymouth-plugin-two-step,201090,.002600
ibus-gtk3,201088,.002600
NetworkManager-team,201086,.002600
libportal-gtk3,201080,.002600
libportal-gtk4,201080,.002600
gvfs-archive,201057,.002600
qemu-ui-egl-headless,201045,.002600
hypervfcopyd,201030,.002600
libproxy-duktape,201026,.002600
qemu-device-display-virtio-gpu-pci,201023,.002600
qemu-device-display-virtio-gpu-ccw,200989,.002600
libblockdev-mdraid,200984,.002600
xmlrpc-c-client,200982,.002600
python3-gobject,200972,.002600
qemu-ui-spice-app,200970,.002600
NetworkManager-adsl,200966,.002600
ibus-gtk4,200955,.002600
libvirt-daemon-driver-storage-rbd,200940,.002600
pulseaudio-libs-glib2,200916,.002600
rpm-plugin-selinux,200907,.002600
libvirt-daemon-driver-storage-logical,200896,.002600
abrt-gui-libs,200894,.002600
libpeas-loader-python3,200893,.002600
PackageKit-gstreamer-plugin,200872,.002600
libvirt-daemon-driver-storage-iscsi-direct,200845,.002600
libvirt-daemon-driver-storage-disk,200829,.002600
libblockdev-btrfs,200814,.002600
PackageKit-gtk3-module,200788,.002600
qemu-device-display-virtio-vga-gl,200782,.002600
avahi-glib,200762,.002600
fwupd-plugin-flashrom,200762,.002600
libvirt-daemon-driver-storage-scsi,200749,.002600
libverto-libev,200732,.002600
plymouth-plugin-label,200727,.002600
libvirt-daemon-driver-storage-iscsi,200726,.002600
libxkbcommon-x11,200720,.002600
colord-gtk4,200708,.002600
libblockdev-nvdimm,200680,.002600
qemu-block-dmg,200675,.002600
libblockdev-mpath,200662,.002600
libblockdev-part,200660,.002600
libblockdev-swap,200660,.002600
libvirt-daemon-driver-storage-mpath,200654,.002600
harfbuzz-icu,200630,.002600
qemu-device-display-virtio-gpu-pci-gl,200618,.002600
libblockdev-crypto,200616,.002600
apr-util-openssl,200583,.002600
libblockdev-dm,200552,.002600
libblockdev-kbd,200498,.002600
libblockdev-loop,200468,.002600
libxshmfence,200456,.002600
rpm-sign-libs,200388,.002600
flexiblas-openblas-openmp,200325,.002600
apr-util-bdb,200287,.002600
cairo-gobject,200128,.002600
libX11-xcb,199980,.002600
gnome-keyring-pam,199891,.002600
abattis-cantarell-vf-fonts,196951,.002600
dkms,196502,.002600
dracut-network,195706,.002500
passt-selinux,192880,.002500
python3-humanize,192680,.002500
rit-meera-new-fonts,188760,.002500
media-player-info,185517,.002400
lohit-devanagari-fonts,183774,.002400
langtable,181603,.002400
libsmbclient,179920,.002300
uresourced,176806,.002300
libreoffice-langpack-en,175628,.002300
python3-tempita,170535,.002200
kdump-anaconda-addon,168771,.002200
perl-Pod-Perldoc,166968,.002200
perl-File-Temp,166172,.002200
fwupd-efi,163343,.002100
perl-HTTP-Tiny,155588,.002000
google-noto-sans-georgian-vf-fonts,148338,.001900
google-noto-sans-gurmukhi-vf-fonts,148268,.001900
crypto-policies,146211,.001900
lohit-bengali-fonts,145663,.001900
lohit-assamese-fonts,145570,.001900
plymouth-theme-spinner,144361,.001900
zlib-devel,142482,.001800
samba-common,142275,.001800
perl-Getopt-Long,141332,.001800
usb_modeswitch-data,137492,.001800
google-noto-sans-cherokee-vf-fonts,136247,.001800
whois-nls,134842,.001700
libreport-plugin-bugzilla,130795,.001700
xorg-x11-server-common,130336,.001700
gnome-browser-connector,126170,.001600
iwlegacy-firmware,126070,.001600
python3-six,125652,.001600
fedora-gpg-keys,123599,.001600
python3-blockdev,121866,.001600
policycoreutils-python-utils,119472,.001500
containers-common,118744,.001500
google-noto-sans-canadian-aboriginal-vf-fonts,109728,.001400
python3-pysocks,108115,.001400
hyphen-en,106371,.001400
python3-augeas,101390,.001300
perl-IO-Socket-IP,99928,.001300
perl-Term-ANSIColor,99819,.001300
fedora-bookmarks,96394,.001200
lohit-odia-fonts,96305,.001200
lohit-marathi-fonts,93197,.001200
git,87279,.001100
perl-Pod-Usage,86712,.001100
urw-base35-d050000l-fonts,86336,.001100
abrt-tui,85820,.001100
python3-ptyprocess,84611,.001100
lohit-gujarati-fonts,84367,.001100
openblas,83482,.001100
mailcap,82923,.001000
fedora-third-party,81700,.001000
libertas-usb8388-firmware,81344,.001000
xml-common,80280,.001000
perl-Error,79070,.001000
google-noto-sans-thai-vf-fonts,78892,.001000
libwbclient,76060,.001000
flexiblas,74579,.000900
gnome-shell-extension-window-list,74197,.000900
hicolor-icon-theme,73932,.000900
perl-overload,73038,.000900
google-noto-sans-lao-vf-fonts,71307,.000900
fpaste,69646,.000900
container-selinux,68769,.000900
publicsuffix-list-dafsa,67897,.000800
perl-Time-Local,67019,.000800
perl-Git,65541,.000800
perl-File-Path,65002,.000800
livesys-scripts,63790,.000800
geocode-glib-data,63586,.000800
python3-bytesize,61666,.000800
lohit-tamil-fonts,60667,.000800
gnome-shell-extension-background-logo,59656,.000700
libgfxdr0,57912,.000700
google-noto-sans-hebrew-vf-fonts,55728,.000700
perl-Exporter,55219,.000700
libreport-fedora,54755,.000700
fros,50686,.000600
python3-urllib3+socks,49629,.000600
grubby,48970,.000600
gnome-themes-extra,48712,.000600
perl-Carp,47642,.000600
python3-louis,45793,.000600
qemu-user-static,45699,.000600
urw-base35-standard-symbols-ps-fonts,45248,.000500
zd1211-firmware,44600,.000500
python3-requests-ftp,44579,.000500
python3-pid,42428,.000500
perl-File-Find,39534,.000500
dnf-data,39236,.000500
dracut-live,38942,.000500
vpnc-script,38674,.000500
urw-base35-fonts-common,38280,.000500
cifs-utils-info,38199,.000500
abrt-addon-vmcore,38071,.000500
perl-Digest,36060,.000400
google-noto-sans-armenian-vf-fonts,35765,.000400
sssd,35147,.000400
elfutils-libelf-devel,34588,.000400
python3-nftables,34420,.000400
perl-DynaLoader,33832,.000400
google-noto-sans-thaana-vf-fonts,32375,.000400
b43-openfwwf,31549,.000400
libxcrypt-devel,30995,.000400
python3-file-magic,30672,.000400
perl-Term-Cap,29957,.000300
python3-meh-gui,29695,.000300
perl-Class-Struct,26954,.000300
perl-constant,26840,.000300
plymouth-scripts,25939,.000300
selinux-policy,25743,.000300
libreoffice-emailmerge,25551,.000300
perl-Pod-Escapes,25476,.000300
perl-IPC-Open3,24966,.000300
perl-Text-Tabs+Wrap,23928,.000300
gnome-shell-extension-apps-menu,23818,.000300
dnf-plugins-core,22934,.000300
anaconda-live,22872,.000300
yum,22235,.000200
perl-AutoLoader,22037,.000200
gnome-shell-extension-places-menu,21142,.000200
copy-jdk-configs,20756,.000200
bind-license,19672,.000200
libreport-anaconda,19635,.000200
python3-abrt-addon,19482,.000200
fedora-chromium-config-gssapi,18753,.000200
hyperv-daemons-license,18693,.000200
fedora-chromium-config-gnome,18203,.000200
google-noto-fonts-common,18083,.000200
vim-data,18066,.000200
fedora-chromium-config,18047,.000200
tigervnc-license,18000,.000200
fedora-release-common,17464,.000200
fros-gnome,16114,.000200
gnome-session-wayland-session,15851,.000200
gnome-session-xsession,15745,.000200
perl-File-Basename,15340,.000200
tesseract-tessdata-doc,15313,.000200
pkgconf-m4,14187,.000100
perl-File-stat,13946,.000100
perl-Text-ParseWords,13839,.000100
perl-base,13820,.000100
python3-requests-file,12750,.000100
flatpak-selinux,12507,.000100
liberation-fonts-common,12495,.000100
fedora-logos-httpd,12351,.000100
perl-Getopt-Std,12305,.000100
dbus-common,11504,.000100
wireless-regdb,11355,.000100
perl-FileHandle,10530,.000100
perl-parent,9959,.000100
perl-lib,9673,.000100
perl-Errno,9507,.000100
kasumi-common,9124,.000100
perl-Symbol,7954,.000100
perl-locale,7370,0
perl-if,6896,0
perl-Mozilla-CA,6187,0
perl-overloading,5894,0
initscripts-service,5832,0
urw-base35-fonts,5478,0
fedora-flathub-remote,5257,0
perl-vars,4927,0
fedora-repos,4597,0
fedora-repos-modular,4042,0
dracut-config-rescue,3755,0
mesa-filesystem,3682,0
ghostscript-tools-printing,3553,0
perl-SelectSaver,3171,0
dracut-squash,3100,0
ghostscript-tools-fonts,2531,0
fedora-release-identity-workstation,2206,0
javapackages-filesystem,1932,0
elfutils-default-yama-scope,1810,0
fedora-workstation-repositories,1530,0
qt-settings,1164,0
gnome-shell-extension-launch-new-instance,1007,0
pkgconf-pkg-config,990,0
rootfiles,817,0
f38-backgrounds-gnome,706,0
nano-default-editor,514,0
mariadb-connector-c-config,497,0
libvirt-daemon-config-network,470,0
httpd-filesystem,464,0
langpacks-en,400,0
langpacks-core-en,398,0
desktop-backgrounds-gnome,361,0
langpacks-core-font-en,351,0
zram-generator-defaults,320,0
NetworkManager-config-connectivity-fedora,310,0
libssh-config,277,0
firewalld-filesystem,239,0
systemd-oomd-defaults,187,0
color-filesystem,151,0
filesystem,106,0
qt5-qtbase-common,78,0
qt6-qtbase-common,74,0
fuse-common,38,0
web-assets-filesystem,34,0
pipewire-jack-audio-connection-kit,30,0
python-unversioned-command,23,0
abrt-cli,0,0
abrt-desktop,0,0
anaconda,0,0
anaconda-install-env-deps,0,0
basesystem,0,0
containers-common-extra,0,0
cups-filesystem,0,0
dbus,0,0
default-editor,0,0
efi-filesystem,0,0
emacs-filesystem,0,0
